"FSC-A","RL1-A","YL2-A"
385195,38190,21328
623124,2432,5283
468148,19182,20856
545791,41929,15655
492031,16365,5976
598144,-315,9913
536161,43217,58839
513822,58624,12413
637680,39087,22020
518728,44275,13817
425578,32467,23432
387297,31836,13203
419872,32490,19065
593577,6449,1748
429868,34146,24348
349193,29185,14397
509797,17760,8256
386153,19442,12933
340343,25188,19930
524369,51105,20252
607030,62112,24422
425773,19790,6983
581398,44698,15514
530901,58091,60651
469520,19509,9782
699473,43331,55082
477785,48960,18365
415416,1021,6207
424780,45565,18647
456101,23724,8206
715143,23474,12205
347004,32882,18533
432879,43685,17139
562442,-443,16447
506479,47364,21550
700409,38696,18731
794956,100143,48371
630255,41723,20144
699158,34990,18223
434780,43421,21417
542161,41208,27408
544082,37182,17156
555454,42442,26126
641283,10501,1492
496357,29718,21483
627503,59153,36070
420373,21235,8530
304434,15568,11188
605698,45887,15773
493004,32322,7688
556150,43296,11615
503359,14501,12490
543052,2494,-178
594188,71123,22641
682186,84556,32950
422064,10474,4363
476841,56228,20073
351338,12719,1397
360511,10868,4715
340003,4212,335
385037,27427,22143
349298,23790,11052
517323,20656,9925
500269,26249,9246
473646,48222,25774
583874,5909,1768
413964,45735,33495
591449,91806,46091
306923,24904,11163
696107,33954,9815
484224,1230,72
431803,9487,34507
622679,87625,36990
652975,41077,17524
432629,15849,8099
553812,128275,19557
483294,30502,13449
410292,51030,20961
429493,47182,29663
384082,26090,14039
428969,24402,8303
481348,24078,7832
504200,29363,27190
532638,31392,17518
432581,50597,17909
512803,20516,9270
697630,78427,24513
355315,29407,10274
412797,25359,18056
355189,18758,5752
463464,24513,12608
496776,16284,5978
524390,58523,21128
468652,54288,30956
516324,94074,36323
245825,25900,16795
551749,44971,15993
800837,54451,27823
449811,23814,12484
529540,42353,16098
580952,68157,23523
659651,31957,19749
498223,13964,5603
389456,23824,18782
495261,44083,20787
437074,60119,65916
573269,37764,14755
494843,25379,15886
498885,33947,7611
385463,34927,22995
427254,33044,18989
574893,3953,18476
567381,58638,32891
430122,20362,9195
440198,28754,17463
506067,78118,36325
468594,13678,10756
401957,21631,17771
454007,38132,23078
491423,45914,29815
466860,56216,13586
490836,50839,27367
502201,25201,13221
550063,45486,23036
746912,54590,24344
412938,4447,41
747939,56425,18311
450746,39829,27044
614672,51641,17296
534231,19994,6046
770981,715,32101
700444,19864,7907
495342,34219,16574
634163,81331,48739
436804,20479,13485
735453,47091,14778
531705,66079,50640
580079,25261,7913
522223,27615,15950
652915,60125,28704
586417,47111,15834
476572,195,2989
461625,29733,10757
421864,18543,10396
551310,75505,27377
528916,39120,22079
424424,31062,14672
499664,408,-45
463450,20994,11085
405375,38982,31379
358752,15975,8835
432225,25414,15483
544901,2730,778
238837,19609,295
815667,48001,19227
429266,16331,16371
426281,41739,18554
431608,26653,13938
468754,35748,22170
411611,5620,5840
492893,40612,17293
457221,20750,10168
492032,21106,13826
558954,748,11462
464077,42130,15928
432443,43867,22126
492743,30565,20208
469121,14735,6639
517651,34161,9194
737775,64842,7732
465257,15361,6397
420071,35004,10018
520112,54929,42914
701203,53004,29259
371463,48033,21618
297958,30184,1536
546999,5315,7162
403731,37803,24627
539915,47488,22780
387986,26065,10566
532445,9972,9706
467128,26504,28337
534327,35217,24468
392248,26053,10263
429222,8318,2303
542970,49637,14602
615739,24446,9098
489749,37992,12069
548486,63741,24721
435334,27235,12161
426139,41929,21296
550777,53223,15211
256034,9792,58
459976,57142,22354
538211,31653,26253
466970,62427,26171
543207,34653,18933
528719,41596,15211
672350,33555,14047
242111,8051,6458
599903,48196,16645
488279,13671,3813
451896,25979,21457
525214,19589,12531
532030,32653,18690
460331,18387,6911
472767,35318,20237
688333,55621,26163
560675,70769,31248
597881,71932,25833
392831,34148,21692
455101,39947,16691
459452,30468,8686
525777,24649,10290
522355,51570,17316
385761,31132,46851
500268,15965,6104
661939,53219,17827
293829,39086,25038
536881,68585,39773
561817,20977,8247
530670,33195,14743
470631,18010,17287
455152,49625,19117
504276,29991,42505
631189,38784,12114
414134,39441,17828
695502,44525,33770
543076,16523,7204
402287,35933,22989
486399,38222,17051
710335,41178,11947
619103,76466,34813
412742,43305,22901
571988,19617,8982
484151,8482,2317
507233,38992,24567
552207,46305,18635
692131,79243,46606
573315,36283,16025
608856,49010,22430
598307,48984,16867
581823,42777,22847
376637,18692,6620
429223,37803,14877
510632,37124,14115
502077,34689,18687
448892,35868,12795
596012,45251,17552
487134,48247,39924
546446,34812,18840
462047,29753,9906
554247,49973,16694
508015,46794,20864
373692,14405,9104
556153,54952,30517
496947,40424,18908
514135,43400,27419
421267,1449,1052
360434,38937,14350
636679,32292,21254
431264,33973,23008
409205,26397,6270
512570,43738,24383
546409,27308,13211
359656,32869,18004
602909,30810,13891
514724,33716,15702
605158,48906,15471
545525,29614,14576
405349,49064,13566
637000,22987,8708
509298,19078,6301
502226,46123,22719
394218,61502,25850
516445,42497,44948
365429,51125,21714
527739,49161,18967
511826,16253,8930
631815,44105,18951
356244,49035,30583
535806,48531,34150
590612,57247,22798
547646,42041,26111
434714,14118,6601
519397,51983,24982
571203,59803,29592
539537,16389,13420
555151,39215,8497
413062,28659,10259
676029,50884,23982
537361,31805,9433
456728,45691,19971
461772,38313,21031
517999,43130,16694
424992,56425,32267
561079,38420,19017
599963,33238,28483
543199,30025,14528
513353,27389,10022
430056,31232,19496
517203,32327,20250
445652,39347,18178
514128,68341,28495
329603,22074,12044
458323,54449,29365
371190,17131,11565
515766,52931,21596
526740,28468,9375
510675,41968,16609
413914,32785,17710
542157,39493,23460
430091,34143,19403
617743,92350,40398
475001,9241,6333
439174,22153,9928
465157,18314,9123
511491,48667,44835
511138,34437,15468
634966,37284,36219
436098,49754,16415
693380,86879,35604
401935,11625,7104
498578,33951,24324
638987,26367,8993
656327,26841,10073
368091,21725,12783
452133,47450,20355
426269,73888,45545
609988,66616,23251
501434,25021,12608
355811,10202,10648
404709,18578,5642
573707,39846,33761
458274,23594,9323
434284,33942,19900
560879,39311,19761
611709,3423,549
361814,8952,3967
449753,27526,12314
519662,10646,2535
572703,12322,9458
334155,11157,14141
422645,17060,7688
468044,59428,39377
418369,32673,16292
474538,15181,6162
408396,18786,8191
641141,36760,17798
407895,42223,18880
753709,44534,21440
500427,32933,19310
553402,52413,18104
422610,31480,17994
542834,15915,5198
454201,33833,18281
544281,101579,27223
500501,32827,18264
553195,22580,13216
616328,1468,12420
510629,19835,7946
537644,376,390
433671,22927,27730
501003,44990,18069
520347,9711,3240
414273,58170,27940
436722,14565,10861
494738,21903,10160
616538,52202,11427
538169,22977,7558
353967,37710,11642
528102,20034,15365
222098,6152,5000
614847,60970,44738
638295,35022,26398
578415,8576,3623
457696,7801,10066
577715,33041,8349
493863,20283,10082
405025,32050,15887
502481,14424,8734
475917,57529,18987
460412,40339,20308
588121,44915,14010
458396,38805,24021
374491,29170,14712
638166,39310,35491
461690,19996,7691
449234,38530,14675
423966,3139,324
592007,37229,12695
415338,24386,11219
510623,38742,20139
419484,35108,21327
605084,21682,5634
385502,28965,22656
515476,27434,12620
428623,47517,22900
489498,18013,8699
551725,29736,39637
500679,3777,781
524054,27839,8308
367950,30972,18946
409480,52525,19383
426736,16002,10635
510168,17942,7042
605696,16814,6650
496950,17549,7097
255283,15109,5908
690701,72683,26529
522873,20759,6233
434993,29461,23592
417104,5283,5545
686949,156294,122854
384610,57612,22045
526309,33295,14651
602954,30425,14261
519334,41419,24635
458859,49590,24831
380193,10701,7098
525999,56482,39519
440830,24170,7257
415947,27938,10489
379089,7820,2567
436320,35000,21481
491568,23015,8583
509584,28170,13852
479094,20219,8352
503278,38539,17348
413110,20617,9645
542980,37554,20055
505940,63738,30159
409354,9699,15166
597853,63779,33404
494266,50743,25923
507938,18584,35208
462212,25363,17378
496626,19027,6030
583382,49808,28338
591073,78255,29517
416410,27326,15193
355804,18423,10086
455849,36230,17281
412882,48913,21930
377088,56998,17959
575158,34989,24111
328285,28208,19410
491570,22703,7447
545034,10758,3460
394871,35218,19719
479970,17846,6171
448933,35498,18154
649472,42422,23435
568613,37151,22940
440795,43456,20292
705578,62967,22207
463129,36021,13601
409465,43140,26984
556916,39118,21178
505180,46485,19505
381770,30436,13244
273538,57262,26123
560811,8300,-324
440945,28540,15068
612824,50022,34572
482728,27720,28849
514179,53919,25479
580501,32279,12460
610377,49662,25067
602574,142228,76656
471461,30161,31264
531148,59595,35350
754212,56150,26653
546162,61827,34699
544287,10277,3673
547207,40267,22005
503820,33546,27918
372624,25604,11911
447766,21706,14173
598240,26828,8195
492996,6617,1850
507908,29095,11300
438713,44481,18655
306750,9112,-94
364362,9836,4959
531936,34467,11660
823001,58200,70809
431436,60664,36844
463841,25265,18844
385593,56663,30739
465618,72110,27419
552697,46499,17723
422635,32301,22305
375636,22735,14994
314944,19022,5580
511610,46477,29513
400685,44024,23384
606082,40104,25082
328723,15488,12040
381559,25962,15854
310373,2668,6956
406418,49539,22405
461382,31522,14032
627224,44063,17892
604863,68435,24541
801680,63079,21669
437531,51930,33236
416212,9462,5005
278347,17708,6631
619499,11921,3008
719040,22367,9178
396167,13767,1059
500602,76057,56696
459461,10386,4667
475622,31366,12261
492782,20731,9640
436871,69844,24128
613551,24840,7595
649146,14959,17177
427077,57917,24713
489616,46622,23405
636852,24107,7063
404548,17239,12658
430135,19645,12051
479288,49005,26173
605522,56694,26892
597610,103806,60512
407127,25372,16753
681599,31002,16215
464854,42927,16720
447909,1089,824
426568,17549,5832
503319,39230,26924
301742,14994,4133
513078,6489,854
427324,31456,20733
494780,16695,5880
564142,60014,28143
471388,44770,26874
512723,32178,7454
443453,19931,7883
516073,27151,11659
580933,15235,5123
608650,34336,15762
467249,18627,11293
554532,9871,2402
489076,20019,18823
596202,33603,18321
561647,2838,1162
314255,21099,10045
361167,45633,38507
665571,65886,39166
444565,18388,7808
449548,14089,9789
767452,32586,17466
623602,43816,24974
405325,15869,4576
453455,28842,12889
534911,40863,25708
386272,28618,14800
448148,12822,8145
428608,7200,1606
404289,37194,21882
497275,16279,10368
523605,40802,18399
475966,36774,22705
384081,25090,12204
578580,111,6793
650942,82411,26436
735105,34664,10830
364110,23538,18268
546146,55709,44230
530953,39671,24577
537342,1468,-122
539450,28739,15032
636956,38609,16389
420916,16842,24620
473432,27982,22792
417018,45807,27736
366317,45577,12297
447458,55637,19307
634996,55147,27122
531454,38946,18651
417303,61994,26552
500056,23971,14095
424025,26141,14341
504699,43556,19753
512865,42984,27094
561842,68932,30310
412839,26005,22168
403084,39398,6497
429840,50832,27287
237136,20643,2356
497634,22910,5466
400240,61055,30132
502796,31269,15428
410300,15501,9525
726975,49026,20730
515153,57645,31312
548883,70174,37066
644278,37583,24114
378312,7566,5371
450306,33205,11330
387307,39484,14229
520868,38569,42758
627844,87046,35914
686249,26474,11825
555989,57722,28570
516066,221,-10
596924,42518,17916
374788,48411,23675
416929,39378,24647
590141,19061,8768
649935,31525,13785
507670,34909,16863
389708,11295,10331
379961,31844,14089
537410,51241,23917
503431,18615,9000
475961,26093,14682
515947,55032,21027
792990,1163,-225
497725,30508,14819
389646,16054,11721
488494,17064,7543
406399,42705,12554
664346,32392,19065
403938,11199,7332
469566,24877,8525
294319,16442,6414
450014,75351,15073
351812,39308,19537
528468,60160,31358
555335,23705,8517
564834,7824,3781
443471,32563,19827
425642,42090,16352
481636,51264,21908
377051,25324,18679
281317,47450,17126
435352,42915,17735
478034,32791,45054
551735,21888,8149
410851,43457,11807
632348,24765,7993
555448,43762,20028
396280,27642,17512
603766,60107,26027
493264,45695,19854
558542,32601,9040
468188,21835,14306
533751,15798,10498
406351,34923,17101
286517,25860,15179
540128,74849,37717
432911,25796,9399
394531,38664,12076
483523,22373,9267
707545,46541,9873
677670,86366,75262
437281,52868,30692
650328,42719,15800
446960,29564,10154
465566,33112,21277
419266,13091,7760
477247,11135,2889
589614,52501,17700
585232,41247,26409
608450,82197,21691
270824,16906,217
315243,1703,-127
450633,38710,25908
457010,33226,17643
396078,43235,31053
372913,21970,21452
777309,90727,51957
641580,61367,20021
340485,32381,22643
434935,28711,9699
479021,42909,22802
481731,69602,26377
558856,1904,6191
434943,19193,5308
485877,13526,10699
478160,38803,27062
610371,25812,19800
551754,30964,13720
371942,22012,17143
478337,26704,9387
552504,25982,11171
521474,49366,10800
502936,46674,31719
451901,16822,18180
546927,32543,34875
454648,7879,2611
439850,29065,13006
519781,44414,22956
417640,55767,20818
528873,31809,18080
558855,70581,45501
538897,43217,25368
549443,59714,21036
471690,9893,3910
479200,42175,26704
520568,21671,14322
645576,83093,44571
405035,18856,16393
410741,63626,31374
413449,34893,13291
587961,13146,2865
535405,29022,15406
511485,13542,9269
446721,12835,4767
330703,37511,21719
353352,24983,16467
414151,26344,23439
495561,26910,13557
421340,22492,15122
338262,14730,17244
685621,48714,14736
394663,16637,4652
368404,28396,14176
509314,41192,19301
396985,18106,12195
458455,21403,10697
606314,11522,10047
471261,58755,26685
491798,51925,21080
294284,30950,13433
420559,18315,13416
267595,16681,19815
457659,19006,15478
335497,24577,12039
542163,45485,22400
430033,28659,18294
401974,26764,14635
537128,42065,26441
291657,47035,25444
512215,29276,16779
269260,57144,29004
407119,32956,25805
412939,42111,17891
390671,73174,15858
401916,18455,16578
537748,28298,19090
559213,36790,17686
519987,45638,21527
518943,46070,21967
496961,19105,9036
520317,25524,11148
460617,20894,16451
570311,16964,6041
510382,21523,5576
554178,1224,-92
493731,55736,35523
470407,11447,6584
377424,13549,7870
407247,24679,15365
547990,49501,22748
319180,31612,29534
469470,65362,39326
282325,15202,1060
676738,71986,30333
413612,15825,6791
503949,12680,34509
497358,28589,16399
720574,46155,12505
651212,53618,19879
426809,37487,24405
343651,13416,6763
420217,9306,3928
552936,48512,16202
512932,27210,10045
452657,2902,-6
553079,13343,4888
272198,27317,13858
423780,34459,12817
579489,70786,14481
575346,29301,5299
392069,12927,8943
528971,25983,5809
681868,48119,19805
560347,74785,30485
456650,19291,8983
509096,29488,37728
576129,33765,24509
364295,11380,17816
396109,11956,11480
480117,26234,11891
491393,48938,21217
735750,27632,15843
434799,118507,15677
548093,37031,19609
727551,81842,121969
713630,51419,42261
520527,44859,14617
488650,37088,19029
442531,1532,15431
568356,24272,18273
578645,42390,23662
518145,39406,18069
577534,33007,19745
697415,64575,28504
453415,30054,13408
622087,78542,30695
586275,14977,6365
643795,67012,32547
557219,99981,91470
544154,34926,14218
520060,70806,17843
453434,28862,20250
506380,2825,3567
489909,29265,14352
503911,26247,16896
604165,21994,19690
473932,65733,29113
457613,29400,30028
307536,51529,31190
371296,32923,11802
472442,26143,17990
508491,16005,6697
526528,21493,8251
514194,28817,16205
470565,57986,25985
461788,42847,20812
641687,11096,3360
479830,26110,12613
370911,12529,10821
470613,26972,10618
385673,18403,19490
354459,26382,11019
576893,90950,28848
457645,78289,49289
601313,27693,11932
588719,63303,20220
631267,1457,12548
603919,40242,13563
546904,2102,27207
456111,48091,30526
508644,51226,25726
543011,63733,27033
512506,21801,9327
437391,54771,20971
480619,42462,22663
659948,84231,36822
758680,73325,15969
432932,37878,14569
504969,38642,13811
315284,25753,13959
352698,18709,9491
484809,26431,13013
508845,22972,8526
466545,34968,19675
581782,73456,47314
427769,34587,29175
521546,53627,26242
510524,33357,18293
396978,26096,9072
543812,41217,23649
597551,18807,5542
546467,40196,28172
521594,36398,13561
300633,26994,8457
359851,39984,19021
330376,22036,9085
597137,58273,25410
481024,42544,25672
392006,19405,8464
422728,40777,17312
338517,32716,16146
431959,13243,13684
655199,43945,14478
532317,61460,38797
632225,97764,45736
350276,33205,25694
503882,41758,16884
465828,36118,16375
428624,27777,14242
385436,16796,11948
506873,35395,19597
521608,51078,25037
467591,29719,21379
565609,52196,24386
390936,64140,18258
478843,30324,9531
552174,54318,29324
629310,37621,12055
508273,55847,27415
387835,39183,25963
439285,31569,12192
481035,34868,14495
451596,34060,18656
604692,46240,25416
725081,2279,7862
382500,21289,18044
329266,15006,16821
412862,52550,29634
508044,77836,55034
400140,24191,13488
469680,27723,15365
437013,26269,15852
379108,53014,15797
434349,528,23353
403874,1902,2366
479876,17636,16151
530725,25598,17939
541518,42562,18686
354982,44682,22449
551246,14774,7222
705329,82659,32869
432657,33458,18993
621796,30621,9656
411430,11119,3513
635274,63599,25836
382826,37663,19643
455514,176,1349
544849,25727,16911
712373,19394,41484
536523,25219,15123
447103,28786,42051
406396,55519,36205
271185,23017,18699
319492,26480,10821
398555,20246,14717
525269,20016,6297
490333,36876,34964
508230,26283,16130
554599,3992,1695
463836,44654,24574
606641,58316,26473
544327,50327,22419
456563,42801,20175
494670,32559,10595
481397,47425,18802
445559,33033,14675
473018,27568,20549
602525,42849,15078
340988,10318,8089
494487,12828,7474
399004,31744,15759
246535,27352,18412
494430,48956,26640
256783,15581,11426
440705,77540,54634
624358,42155,21160
456325,39501,18742
572552,42162,22426
493594,31291,19063
635224,33671,12188
406188,44138,13193
730014,44923,29762
368691,48425,35009
834919,63222,30958
470819,11437,4393
541132,43503,18476
305702,13480,6517
442307,48932,16345
573866,42746,31536
453352,17318,6562
566087,27667,9480
655641,119521,63395
621825,37198,14138
271089,12908,11301
451334,50979,25334
464328,10783,2863
533124,23207,3441
549771,26852,14065
369025,30761,40120
370903,44854,21407
401816,22353,13787
297520,33416,21709
502482,23420,13499
583015,14354,4740
713483,36382,13176
404011,68130,23279
537265,19500,5883
640731,18153,11036
480611,35842,16721
490348,51012,31240
616504,41590,6854
545956,61446,34245
621596,27952,7739
594217,57280,40798
637267,8517,3232
692308,36737,39830
571819,47330,19799
404793,12264,5176
412798,39707,11888
601637,63929,19586
502155,20293,8169
470906,21974,6435
413830,13008,7304
413065,18459,13224
551297,74147,32963
598415,33272,13059
418874,35775,13577
489890,34312,12244
292247,43276,17104
321034,14229,9997
577839,86321,31316
435789,21182,10105
541235,25406,9093
367735,26915,16549
568316,49307,32157
767197,88925,20716
615430,32902,19326
564942,36978,16341
608205,29804,12045
509448,5381,728
488035,5108,1576
372083,24218,12517
513889,24166,13349
644034,40795,25653
558527,37251,16952
483272,24834,11351
589886,30470,12157
415075,28019,14040
480439,29166,14434
633200,44260,21734
580047,31431,19651
473539,21681,9437
567866,28550,16792
356415,32497,20322
480158,2135,6819
458667,41269,18909
547864,42103,12278
539647,63425,30956
739055,58211,18043
502756,42210,18922
584255,43092,21225
532614,19756,6024
509534,30380,9841
576686,44965,14118
397342,59612,15468
727830,43557,8581
534213,47465,29211
311531,23253,591
400039,29469,26027
620827,37752,14699
355228,31225,22013
476641,44227,27580
456553,41192,30262
590845,12955,4044
510734,37330,19073
383323,34911,21780
488114,32704,13327
454799,37332,17891
485361,48780,17376
391593,34976,17665
427378,12133,12290
410283,14361,61
481460,36052,21844
566550,37920,17570
347932,18299,8312
398233,15095,14965
514508,22727,18113
448149,31141,14500
564835,33695,8784
395483,1066,1171
472323,48924,26000
513096,35666,18456
444825,23157,15685
416163,43089,17066
487982,31041,12462
539499,13558,1913
432966,42907,17793
490416,34181,14789
393050,4211,3788
542278,95616,39410
289810,29584,11656
559424,53956,43003
471386,25572,14416
453925,46856,21055
437329,4637,3004
492078,67748,19620
337698,16358,9809
541102,56338,22001
402348,11802,7079
550641,22858,23694
536043,15424,7711
492418,27466,13631
324794,44001,15618
587071,76000,36967
515041,19371,5937
570725,19149,17533
498677,92140,37157
419269,42697,27545
542106,46154,24059
386913,31881,13592
869948,121462,46159
581478,25966,10552
516806,66970,39080
630393,21520,10697
543310,12169,6011
505487,74286,39765
450472,38067,18401
640268,94389,68058
409739,15634,6874
317997,42516,17973
477988,8916,9529
441641,32829,10417
509807,33786,19481
285203,40895,17044
394297,38798,13439
546082,45868,24723
526330,20039,7401
436650,26416,11063
537381,31256,11734
497756,34903,14840
591379,29785,13520
529544,44279,14933
551657,47203,26020
317577,20807,19362
511465,32015,10646
451235,17432,14883
332811,28018,10769
509168,11522,4410
414339,27906,11648
500568,55752,17997
483409,48317,18586
516495,49922,28986
595772,42822,23662
456100,25198,10174
572784,80629,24536
627356,64429,54303
426764,5160,1795
519117,435,30292
653636,10669,21977
340048,22197,29312
602224,18817,7644
499247,45755,25916
444844,25771,9130
514700,23251,11122
529607,34952,8597
604208,42514,46256
420711,39244,22373
643051,29122,14962
405765,16762,5351
501761,58940,23807
478407,24988,16085
554270,36144,18463
433723,30478,17475
623307,26419,23533
528522,45977,20433
517042,1763,267
437329,41441,23439
517987,-376,-107
363796,31874,19094
704907,58934,29062
509779,37521,12924
413222,16838,14147
464136,48311,25111
448849,51326,18721
579271,22421,9259
587458,45255,14729
644194,57513,26241
699029,55756,26599
449555,31984,17578
468708,9110,5892
578837,35177,16805
494927,29142,13693
415251,4660,1965
584520,51642,18156
424289,13422,7869
360087,19652,17415
490321,53411,32813
656291,62070,27683
418130,40447,22649
500206,27997,8125
469857,72289,24077
368586,35537,787
460034,16809,8910
619343,80173,42853
577923,27706,9206
417053,25719,15258
433291,36047,24149
351708,80998,27324
567351,55865,44384
464356,29915,13082
474731,45340,20926
444862,14129,6542
481225,35923,12555
513980,28836,16507
469072,5850,1620
624306,31839,28662
607382,53025,13027
680248,40596,24318
471513,53047,25509
477407,43186,18506
450918,30124,20358
472355,28885,14810
334261,30842,19196
456849,54536,20279
482341,23148,11239
521602,37666,30205
398749,18311,9576
466298,28973,14445
478802,26483,10806
576766,503,9188
574601,10512,1863
487854,19354,8222
403413,3788,1376
499821,32642,14968
456074,40774,12375
415198,18987,6547
361185,13087,6541
575986,31863,13015
428666,20515,13857
232475,15188,4037
593206,54596,24491
396584,47564,28965
591338,22049,37541
477365,28605,18137
521544,23221,15874
404110,37173,20071
538153,45224,20299
662235,42858,19545
426432,31475,22520
439521,26737,16389
709449,44472,19314
599776,51098,21709
613020,36817,13330
633030,2556,76786
465786,5231,3455
469111,23955,9122
482909,18079,7606
483108,381,823
616512,45603,23679
497237,24257,8454
584825,26867,6815
353256,1125,120
476490,35426,18788
519907,13228,6724
401876,24471,20677
597641,29816,21546
305629,9494,1944
422266,1252,4416
457366,16425,11064
497424,38669,13467
330958,36320,23202
512867,47162,17043
547560,22926,9950
616258,80291,57422
473272,53440,25248
358445,25152,18440
282710,14880,531
410956,11340,5316
339341,32580,16264
574339,25708,14141
406165,36172,22267
516290,47597,34985
473112,51124,20748
498668,26736,6821
629733,39489,20365
396816,30652,15019
475756,110009,63937
650858,46217,16772
567414,38518,12596
489680,30434,31723
388009,45530,15868
464695,48208,23353
591419,31381,14669
564071,8314,6596
408919,2872,964
451178,37736,12781
639665,47104,29976
467989,31390,15527
459108,43387,20894
390524,28264,22080
406792,21330,13349
415534,48202,25224
332479,58199,24865
635089,74365,37632
673223,56416,19632
464349,18117,10347
597810,31451,26544
711722,48548,12347
429143,25225,14603
403782,21960,7717
488786,15481,4636
438008,25038,11108
463944,26650,10238
534523,96732,30250
638286,75000,29475
579533,28221,9370
419279,40259,18701
441564,30991,19397
545603,33037,29035
425295,785,9895
556620,11345,2440
439957,32696,14407
500828,43440,16397
377973,3684,2265
521645,45002,17909
343679,945,-343
503694,80748,23783
375924,18992,18795
358869,21747,15107
394170,21593,7467
624064,65075,21571
364558,28553,16025
511761,64712,33423
410942,35481,17854
710620,48109,13061
484831,29468,16074
375288,35526,11832
466928,26377,13746
434538,19651,14715
456976,44055,21008
395960,26669,18774
404715,16778,29526
849926,83015,43807
352874,2066,454
373835,5022,3218
518679,39948,18152
704718,25547,16548
305508,34288,358
406318,16992,7661
392743,24631,11294
516874,20846,5613
488545,39417,19705
448967,10462,13161
388063,58496,26941
448971,20304,10989
377147,44348,18223
373209,39221,22180
431434,58911,23362
426943,31222,17404
605631,26297,7925
579266,73167,21600
678334,79638,37303
371241,30792,15521
355892,28618,1262
434256,32295,12578
519923,35815,27341
424647,27926,26831
475749,41714,28502
366021,36396,25035
575947,50121,17215
701129,81008,33060
390657,39838,23187
511150,49989,31045
355204,39096,11799
591720,31732,19865
695839,13527,6829
543448,33139,13375
520298,9487,5514
382626,51601,27907
368351,18,8806
603259,66863,13568
391766,40304,22996
419707,36397,28819
416789,35146,14721
508057,32223,13010
686658,63518,19687
406091,29475,16482
594099,35211,23429
742503,51854,24861
423561,51020,22762
669265,9993,4799
519953,34731,10973
520836,33211,13492
540703,22302,11910
327941,32305,-298
657006,80359,43429
428236,8433,2995
633268,23741,30660
566960,42316,17525
389644,46523,19110
662991,21907,14083
378641,23777,11938
555240,41067,14836
269911,30848,17155
632306,41231,21315
470681,44513,17542
454675,54268,57223
557189,75789,41327
366487,36237,24200
529758,29971,17493
486070,51334,25628
653586,26150,11297
580015,16423,8427
514555,24240,8992
310203,21611,8645
347805,59709,26560
527604,9721,3377
598834,71575,21538
393094,2183,14033
579158,11851,8595
582855,36856,18667
515712,16934,9185
431935,18191,7942
512433,14715,20820
516357,42517,15758
492015,29400,34799
478222,29914,11841
529371,1801,-112
477679,43515,20552
482240,19541,9735
459250,54833,30633
518792,47408,18548
542660,34625,14945
423001,27534,20555
393119,43741,29207
370814,50197,19529
388346,1139,-346
517772,28251,12531
273624,25382,10248
310938,42977,452
485687,54418,21044
471701,31385,16953
681890,79796,46760
636925,27357,8651
385155,976,1128
314305,14938,10301
556141,55378,20479
392215,35299,23625
587518,52867,25022
499011,31725,12212
434066,2824,5555
642199,3369,2903
476598,26948,15684
489974,130284,40954
501907,26522,9502
524072,54299,26935
606682,36072,26504
443156,46023,19646
464596,18657,9962
413474,51850,22281
416395,21150,6506
514431,51075,29758
332541,24512,6832
401681,15428,6389
709011,48689,18008
749498,23241,9945
365152,29154,18281
394388,18228,11042
464660,36565,21647
404042,2331,1987
617826,47448,22164
628226,9663,7347
524305,30935,11901
487143,65741,23836
340335,26280,9381
392777,20350,5480
468549,29547,18370
440702,10307,4873
444083,1256,424
612546,2087,1005
431444,27556,39888
752561,42467,22751
569899,75037,21292
776945,66777,48726
313195,36025,18150
407585,44773,17662
403762,42820,16096
514882,34120,8710
545987,23541,9249
398442,65402,29699
548205,14939,5304
688728,34851,20027
450928,21313,8396
658905,8347,4197
496345,17649,11826
566517,20568,10372
457098,27030,11166
552764,25333,12682
380504,28174,17466
565578,65010,28583
456954,36414,14869
476633,50133,18722
408802,27692,13900
525691,30886,23937
436005,24673,10402
530737,1700,12954
436329,63739,29970
421334,51022,22559
597257,47414,27323
567840,24599,11559
316345,13803,6877
657928,58664,37452
457323,1374,131
473726,1535,165
460921,13002,6598
332002,44962,10963
520687,47384,22482
375266,28205,14234
624859,32181,15664
368559,20552,12735
611340,33599,22646
418605,29898,10901
685724,13817,3964
527733,33162,9944
443392,40732,14653
611314,31117,12763
336218,23372,9237
509066,46107,20737
361392,10788,7256
461768,34330,16713
447278,36276,20069
733105,38542,18373
456529,9771,9758
409013,25972,9837
609211,35934,12925
368255,36143,20633
522150,28645,13430
426228,38094,21998
510945,35563,12337
701880,27794,22165
634319,62904,33108
455166,9716,23058
407061,39465,14239
564754,30552,11471
442233,40077,22120
605743,77471,18267
422220,18380,7332
432115,23390,8649
403712,41347,20238
330385,26448,21273
333192,14709,7044
536681,43318,33830
481430,11700,6608
486991,25355,13743
444475,24227,32958
377505,24467,28893
540490,29183,20385
386896,18876,10077
509572,18832,12636
650494,95402,29732
556691,44096,19477
445033,47520,20535
494157,19929,6840
484446,58768,28749
514009,48997,23136
308065,65508,24768
329775,11400,5433
339901,-507,-444
637469,50540,19124
480679,26304,13528
564923,57407,31099
625186,60201,26191
507437,8885,7086
457424,10453,4310
578206,-495,15684
480127,49050,20371
471470,39096,12770
514324,63432,25031
702059,54233,29795
432075,28742,13458
546915,45849,20020
452848,38294,19307
415846,34899,15023
680202,40555,21241
411548,43882,19458
515870,33137,12117
600240,75729,33610
566403,4347,2373
519372,27973,13516
