"FSC-A","RL1-A","YL2-A"
460299,24759,16833
534694,48852,40816
388512,14425,13703
437147,47924,19775
588105,18949,7201
493385,36222,13906
516774,24352,8835
440994,45051,15329
392612,23293,7240
589563,49864,20866
446046,37473,13930
431963,42654,16041
630703,9063,2258
374913,39618,29801
420824,19121,40250
287517,11813,17644
488427,15549,7278
542520,47673,24454
328035,32294,14544
435617,21498,26764
591216,10124,1494
614415,65746,25150
456686,17793,9542
436929,7358,24883
424026,59127,21807
656547,79869,41774
417877,809,203
271233,36511,28116
331515,19478,9088
643879,30605,11342
477749,12380,5695
308753,26586,13176
645741,52890,26563
423712,6850,2860
376709,10306,4642
452388,55933,25647
660181,1137,16235
302440,52616,20763
585728,66323,36104
685237,3348,15763
407911,30369,26586
543998,726,6459
335748,44682,19417
467734,19402,7195
422321,42567,51949
473888,24264,12117
441627,43254,13873
519215,29203,14038
585041,19250,122
465758,18031,7526
334828,48729,14507
472999,31771,13953
397774,71729,47748
335084,32371,14856
614004,76904,52639
599115,52566,13120
624959,12756,7332
560134,39945,18641
414162,43195,20819
464683,19674,10569
385128,32913,26477
633021,32246,16520
441827,51908,26435
607995,37245,12661
389203,31980,17273
529388,81724,26376
573726,75172,22056
459975,34496,20886
257483,11427,6136
413551,31286,7397
436158,49751,25652
557126,53607,19976
484806,25563,11253
328025,28323,13128
388748,12289,6318
587254,38878,9073
444055,17903,9822
509857,2685,209
524867,38272,14812
488280,21793,6508
398820,13670,4912
413328,29992,6591
441453,22604,17671
525539,32408,20074
471029,27763,16103
523257,4634,4157
457465,28908,12963
661868,65182,51502
630429,52422,17715
402382,44573,21335
295583,42281,13640
595022,41322,11373
501444,44951,23505
400089,27652,20466
730350,3018,3915
487233,15377,6860
480273,66437,21281
289086,66291,40107
494591,10984,4352
625483,115529,44347
572469,47097,16717
487501,56622,33336
529005,25297,10730
464689,44144,22276
389256,32886,20591
442622,15803,8102
486060,63215,34066
707305,2606,9562
308224,14414,8632
498148,44789,15774
485735,18292,11523
608709,7484,3370
292816,28987,22588
271458,17442,299
437777,35776,23950
498059,69701,24355
537733,36214,14263
554085,36212,14952
598854,76663,30295
489188,44545,33552
432554,51569,32080
411917,21531,14462
590585,50631,6516
571368,47012,22563
542086,31983,17925
388084,2570,442
522695,20180,4435
649111,44536,53012
518511,35975,11632
434138,35757,21032
496880,22445,7478
530621,44189,20593
316492,23274,11267
634674,48045,20251
486614,43665,23444
574435,13348,11370
503492,36773,18796
574699,46140,18376
506546,77196,32477
359125,24919,7527
639174,2037,274
411400,1155,584
359229,27722,17352
298531,16728,241
541729,33985,19967
450412,32331,21348
528201,181820,79896
473630,2051,604
467277,23269,15458
510399,40103,12567
591239,61673,20656
336493,-467,107
529626,40078,10814
396290,39954,23664
396966,35928,14805
473742,39641,16650
389335,17338,12667
495923,41527,18731
327724,15689,6945
491477,21351,6836
594335,47021,54574
411634,26260,13419
422957,57108,33524
462638,41120,13731
524217,16593,5399
463457,1869,-251
645247,66632,26069
630492,68975,31781
441487,31715,13870
547078,71327,29741
552261,44854,24311
480829,15853,10932
651498,56362,14744
522162,41416,17972
403191,34143,16956
332482,28306,9366
613644,87793,46541
437879,32778,20477
377091,34493,24287
694221,59237,25942
411441,41586,24854
506953,69262,37678
431427,21229,13689
590247,139845,74967
456131,30226,15432
333718,6817,1102
566686,33252,28580
593360,34261,20247
658152,87108,28679
467254,21842,10242
539256,26442,8991
485509,21586,12799
562576,16605,7362
364939,16156,7059
509133,16418,9707
664200,56631,21725
437596,65882,33259
737755,72681,27980
384707,26611,17747
364279,29009,15781
512890,41918,16595
319901,10610,-82
419017,22789,11430
521318,58728,19877
296675,18923,16684
493428,35161,14434
604870,24464,7065
463743,26723,7982
536266,37310,17654
588287,44014,19939
377168,60446,21979
495910,36376,17855
476968,25917,6307
553565,40543,16509
445609,605,-186
355762,36129,1093
498423,1512,215
516206,30578,19371
590634,2010,33664
555438,39973,21496
444377,35029,27292
459494,42092,22700
477471,36651,37090
708395,14434,35515
490140,19966,32638
576086,41146,17351
456560,11830,7291
477328,31424,13062
258990,1095,1295
632986,50719,19095
468789,38213,9670
460151,23548,17465
455579,39527,18900
750437,88492,34560
678270,63869,26016
448413,28104,30960
427551,34136,14339
495618,22677,12802
679426,91381,35422
555208,51403,24209
516346,54547,24114
570826,55421,48867
503193,42213,29868
455708,20214,6573
440841,3953,2745
540419,58035,46040
515738,45286,20559
605346,37276,16163
617323,37233,14493
442468,51980,27080
529215,21247,13599
519757,21456,5875
546401,32938,16583
436580,35713,22175
443844,36027,19487
539071,47579,25605
499731,12540,10195
405167,37495,17432
552132,58838,19564
484753,53000,23338
455779,22329,13693
681379,60805,42400
422430,29953,19681
420625,18860,7879
845716,35122,27257
396677,60817,27514
468169,24719,13600
565653,34756,24330
492354,23987,15894
424530,45041,22712
387101,19127,12964
691811,106544,40073
457253,35676,11897
609579,44591,17652
489468,27507,13264
508705,17887,5107
499928,29625,13954
718976,25152,7918
669343,25440,14229
457259,31933,24575
571855,35592,12442
436197,32499,17473
604542,31823,13816
409930,22067,10826
361544,36613,70906
532492,27966,19110
503597,16923,5303
504532,18096,4868
456029,28434,17238
488781,20735,8873
652477,27595,13016
460056,41271,24900
597882,39356,21252
407944,37836,25219
429335,12298,5967
557297,31470,15331
605295,60584,50073
613985,60233,36671
312345,28855,13192
650103,107145,66724
528250,24907,8484
539130,39295,28296
719443,80035,23316
601529,21618,30855
403170,21416,8954
514716,55236,22593
414120,7470,2219
422264,33267,13122
410974,35226,11847
521635,3370,-35
375250,24557,21047
479492,41526,19497
526361,38500,21403
640709,32712,16537
509937,36390,17631
369856,37915,24250
646398,38297,20136
636913,53250,21866
470912,8032,1770
552491,45087,17337
413137,11374,2844
321727,58086,38917
673547,78449,57047
338566,13334,14118
401247,50179,19644
709080,30027,21808
493639,37489,11466
452953,49275,17759
456895,37271,11748
384232,39446,20505
635148,52561,27122
491055,55825,60282
330262,21533,7968
283928,16741,4818
508649,3884,3865
503626,13766,10625
426451,48323,14971
411189,41604,20283
570389,58137,24263
476747,42947,1091
444349,36040,21819
658432,77483,44686
442147,70978,30135
549713,110148,87233
600824,11264,1948
501520,25973,13722
287776,11965,-75
456506,51219,37679
478211,36392,5779
581186,6461,6204
569192,45884,18888
597118,52198,27257
472949,42760,19168
477807,25412,8901
504370,47078,17790
453167,41135,21563
716867,3255,19
645793,79635,29152
543055,63564,17046
668050,30675,16474
661092,65600,26071
427631,38824,26629
382948,45090,17716
641276,28275,36668
250003,27376,284
455785,34430,26014
417596,32131,14220
529593,16139,11733
419319,17296,6632
343898,26648,18806
275059,18269,760
473561,23788,14796
560538,48290,24318
501053,42089,29848
383904,26122,15886
392131,23534,11455
582202,48228,43447
359024,44816,18118
571078,22944,15173
522315,21871,4113
447361,20351,22320
419861,22808,12214
379807,1788,237
569012,25402,9640
526372,20103,8150
623243,42645,15408
458419,58983,22924
464997,14897,10253
391223,6738,3994
590089,34557,19063
307374,28180,17449
462608,15751,8102
484619,46760,19234
663363,34694,25188
553869,20793,9260
450718,21772,11604
436831,32462,19495
661841,59596,82785
654507,57991,27645
370962,18571,9547
411689,30093,16046
225897,1206,-67
550338,4462,228
525143,35974,27127
606184,32548,62022
436483,5494,7417
426104,42395,16439
445866,550,-388
480377,15088,4505
773936,81198,39872
363572,40725,17639
408740,30802,8245
459632,36713,19756
615171,38369,14221
395169,22767,9812
582149,1731,14465
438277,33175,19854
504944,52113,22501
661447,36924,22962
484064,20213,9779
472089,17099,5668
463285,44483,19384
477535,41561,16701
738492,47418,29512
577231,25454,7477
741123,79370,29824
481135,22238,6580
483197,34522,16402
480543,27493,12234
726742,70423,32260
440074,58986,48487
625242,56801,25133
455623,19743,8970
411069,43691,21522
566793,106229,45798
459524,40079,44881
512143,7081,-422
417251,37664,29098
554026,45385,23004
443479,2913,-326
392333,36831,15861
508666,24816,12494
439246,60230,22523
557243,42153,11547
566921,25501,15359
403332,46340,24059
585917,39485,16517
443835,36733,26116
443484,10156,10713
448097,43494,14410
531357,54614,19015
804056,47360,5840
609066,37772,22221
430992,9353,8577
592344,24724,8996
306627,42678,20614
583514,42526,23880
726225,22900,6093
543454,29138,12447
473625,56639,27607
341268,13678,8688
650590,85337,40894
446233,2590,401
334558,34119,10116
423208,40520,21989
531809,19410,10742
436472,27375,12567
574169,18489,9778
536004,27012,25179
498358,46686,21463
421434,25178,6599
576282,32894,19301
499476,33765,12458
515376,21703,6789
572487,28458,10156
366667,43481,176
330423,25583,25119
597143,179806,147655
470615,17979,7283
455443,27519,12524
489059,24062,11684
527481,25173,16317
580893,66114,37349
444918,32708,17490
632364,53781,12318
609334,4016,4698
450590,15725,10527
534980,24096,13253
351431,20923,21078
321393,41264,21896
490301,19030,39717
575929,39474,42116
344405,13382,16795
586085,57297,37149
612108,21664,4803
562292,46181,26361
492587,22882,9217
456045,7698,5103
526596,39154,9588
613350,26610,14436
393665,31040,9145
509124,38813,19395
614186,40941,23254
544527,34817,8356
443155,46428,22403
646947,36397,18252
647395,60138,35304
575190,50027,23884
578187,3557,589
470959,29636,13636
521807,44931,27921
525337,52037,21505
472471,46480,19865
651951,50170,16891
353198,3817,1596
308410,19116,8929
482035,9585,2036
454637,22073,9107
630262,65015,42828
381105,43021,19525
494638,27609,7087
421540,5572,4980
541815,12093,9168
597260,56302,23786
444568,29131,16771
470953,713,5614
580487,60195,20434
301197,34542,20437
558092,28277,12996
544211,13930,8006
492306,9145,3082
615101,18887,8790
629329,19091,7436
580246,10020,2395
387644,47356,23027
452440,17524,9291
491439,56355,26290
454290,31078,15465
540998,53142,32152
514295,19210,8196
502892,34440,13088
609711,41372,17710
489522,30884,13256
354713,27044,-54
405009,23592,17015
490405,27423,13197
491562,32940,29865
344916,13722,34718
425869,54195,38986
360265,23369,12737
350823,38510,21667
511844,18300,7241
501124,35270,14663
578618,1382,5896
557539,28302,10372
489225,15207,5506
418063,22706,13161
401841,24591,14363
647373,66562,12429
326833,32852,1
268523,34136,12963
687715,42353,15969
440653,29175,15985
459842,44881,21646
333735,14902,9625
587303,53566,15784
453924,37037,23469
350445,26125,15950
440406,75286,49253
350913,37748,15414
354818,2084,2561
589646,42328,20188
658396,56741,27618
565310,31511,23313
420861,19768,13319
374995,38962,21974
733840,79709,25739
359163,26989,10179
680543,56181,18746
388787,2052,7222
411997,8693,7839
431604,5527,3812
594342,29220,17039
731260,74315,29621
522760,45841,47819
642637,46844,17197
634424,49737,20398
683456,23658,19705
471514,19163,13262
598200,16463,15417
457916,18006,9927
511155,68271,33496
496942,26398,12273
387867,56261,15294
433463,54496,21743
538541,64210,29487
762703,17776,29367
443944,12377,4457
525229,25616,21542
441729,887,146
499529,48990,31224
443021,27527,13143
480740,25319,5953
419577,52134,30661
282457,27921,42318
398775,2523,577
446135,22852,13684
467966,24796,13258
642611,44409,11552
463179,17534,5015
514849,17705,9340
426737,10255,6365
451431,5992,2843
498506,8819,2885
412141,25960,6387
417809,27391,12296
607909,48101,17464
531516,37000,11778
484734,29078,26441
572673,27671,14469
514096,67410,26512
815464,22920,8119
664024,80029,39626
482773,24329,24724
404291,24617,9280
733793,142038,35421
466651,25632,13253
622225,32597,33967
528134,48370,20007
644394,50720,30162
468353,100175,53332
497187,37265,12963
676236,65928,32420
355082,40927,17638
368132,50760,21066
552625,46317,20271
422845,33070,19204
694506,47022,19980
590146,27599,13619
395585,12419,8876
389086,4979,1936
558211,37057,15272
456585,15298,9267
742014,45302,19067
434730,19410,9782
476866,54360,25496
338585,26763,12989
441525,42437,16392
765924,122398,23130
490641,31690,15594
357774,3557,3572
595699,31241,21374
609104,73984,33967
596540,53647,23512
433639,28104,12417
466051,19349,23067
512729,57853,26527
515910,61328,28214
490266,-227,27415
648691,21837,19174
330066,11968,3788
605902,91319,25246
494920,28605,12203
397329,28343,20114
415151,2165,591
482780,46716,18286
566440,44616,18844
579244,28962,14344
408178,32665,21690
520888,31101,12966
606764,69557,33344
513264,25106,11032
477833,25902,12160
523423,37085,23606
748105,74644,41030
396758,50576,5937
504105,63510,31759
449736,30442,16123
532119,21750,6570
361164,22090,9943
517885,8223,3108
567873,70111,35122
400584,34496,15926
512156,35730,14609
465096,11717,2255
570411,14065,2706
482005,48249,18715
524331,40808,27558
477775,45062,17086
748345,31728,13160
551411,19777,20541
617692,37924,18769
455931,59053,12603
364244,22885,13621
572727,34616,17126
513154,21841,14275
514653,22097,8962
374906,38001,25854
491345,32188,10628
468672,2149,474
577708,31684,16957
410113,72390,41603
333930,28469,9678
630359,36957,26332
423625,64291,27989
476184,31712,14748
285362,725,-6
406343,21266,3806
552106,39863,21514
573968,42691,20919
383026,51574,42477
484044,35230,13175
499207,59246,21119
438022,37794,18986
287185,14985,7443
555763,39710,17219
491370,39993,31505
721895,44260,28782
594271,42447,24186
456805,28201,20541
282929,34700,15233
618034,70478,44242
524524,31412,15523
380050,29570,11410
381461,-37,4984
400880,38769,19220
406491,33975,27405
448641,25399,13180
408677,60409,30929
736922,66731,15111
537408,11862,3197
381076,41668,18341
291109,13465,20654
542391,40355,10973
528348,45387,24215
305263,21399,-59
548977,45043,22846
648772,31250,15940
415017,24104,8228
450913,19960,6728
460144,49541,34411
486953,32810,19850
444327,45620,11840
635580,132180,52459
541423,32936,19444
475283,30424,17701
538692,38108,12839
515907,27211,18204
399249,14322,10916
314110,17941,28490
563098,30377,8828
636548,19334,5794
394781,64532,36545
417832,31196,20049
376780,74005,35844
701810,53318,14605
546131,10372,7704
571630,48742,24854
352625,4581,2468
589629,92975,44096
537643,10181,1068
565477,18581,11102
538704,48675,16845
452938,517,303
465625,47486,20206
513853,16022,8549
524163,33143,27579
644667,35937,19400
304277,59794,26883
423458,42560,14645
465288,76107,25037
427231,6944,1621
535968,85684,64884
455207,25350,9234
469795,37204,23979
538523,12149,6115
418348,36005,13848
497148,46775,26155
361222,14627,8558
494689,33511,14257
365425,36008,17215
553159,14610,4529
361891,109,-109
409455,62830,58025
354763,198,-187
482795,30254,16172
501792,58895,17088
525048,21170,12571
657682,69311,26669
505031,31354,11247
363805,28141,13178
520619,74027,23365
506404,76104,29841
469498,11744,6567
430980,10937,5048
519238,71077,19690
480823,34538,16990
492908,44306,23973
612285,63293,32724
464755,35512,22056
317078,20728,10422
394061,62886,34342
670942,50673,13950
326574,14227,10650
408525,33578,30977
472588,66797,31944
407013,42147,23494
353830,33625,13589
422453,39892,20452
380650,46015,18039
662055,43059,18001
310197,14087,11852
542466,89801,43558
471577,65644,25507
324613,22239,17583
512084,30605,15107
433731,12018,5667
449945,18926,11713
592331,41569,17877
536193,34580,10534
451383,14159,7971
532765,39277,23126
430967,39043,18153
480840,46869,30563
569954,43487,31930
547127,15922,14254
791467,37534,14154
778699,69972,31023
496981,247,8931
499264,25610,9521
527057,31523,17670
474766,7172,5353
443293,382,11735
556506,66082,30952
548193,59033,32564
678197,66020,12005
411654,5754,527
424822,24561,15854
479556,54117,28761
365094,31427,18947
475099,20396,6159
453666,36200,17532
576262,39613,20242
384716,45370,20179
509205,48232,30734
460164,29249,15527
302601,198,7755
445435,32861,14341
405357,36223,10545
415500,32661,18736
688182,7767,1452
520886,50492,20990
390866,2954,13208
537099,54790,16940
641777,38298,16482
434734,20570,27894
499165,32539,11681
458691,30565,15786
